year,Reporting Entity,Facility Name,State,Electricity production (GJ),Electricity Production (Mwh),scope_1,scope_2,Total_emissions,numbers,Power_Per_unit,Capacity
2018,SPIC Pacific Energy Pty Ltd,Clements Gap Wind Farm,SA,"644,432","179,009",92.0,0.0,92.0,27,2.1,57.0
2018,SPIC Pacific Energy Pty Ltd,Codrington Wind Farm,VIC,"158,709","44,086",28.0,0.0,28.0,14,1.3,18.2
2018,SPIC Pacific Energy Pty Ltd,Crowlands Wind Farm,VIC,"334,005","92,779",1623.0,0.0,1623.0,111,2.0,
2018,SPIC Pacific Energy Pty Ltd,Portland Wind Farms,VIC,"1,719,293","477,582",72.0,0.0,72.0,22,1.6,
2018,SPIC Pacific Energy Pty Ltd,Taralga Wind Farm,NSW,"1,022,659","284,072",95.0,0.0,95.0,21,3.0,106.8
2018,SPIC Pacific Energy Pty Ltd,Yaloak South Wind Farm,VIC,"311,833","86,620",25.0,0.0,25.0,98,1.3,
2018,SPIC Pacific Energy Pty Ltd,Yambuk Wind Farm,VIC,"327,681","91,023",32.0,0.0,32.0,98,1.3,195.0
2019,ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,SA,"555,151","154,209",50.0,95.0,145.0,33,2.0,66.0
2019,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,NSW,"636,185","176,718",45.0,143.0,188.0,31,1.5,46.5
2019,ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,VIC,"1,086,174","301,715",49.0,308.0,357.0,48,1.6,
2019,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,VIC,"2,414,107","670,585",139.0,452.0,591.0,128,1.5,192.0
2019,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,058,072","293,909",85.0,195.0,280.0,45,2.1,95.0
2019,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"844,578","234,605",71.0,154.0,225.0,34,2.1,71.0
2019,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,539,619","427,672",152.0,320.0,472.0,63,2.1,132.0
2019,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"516,226","143,396",61.0,151.0,212.0,25,2.1,52.5
2019,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,436,848","954,680",12421.0,3184.0,1954.4238975817923,140,3.0,420.0
2019,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"716,825","199,118",73.0,481.0,554.0,32,2.1,67.2
2019,AGL ENERGY LIMITED,Silverton Wind Farm,NSW,"2,174,344","603,984",134.0,281.0,415.0,58,3.4,199.0
2019,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"973,724","270,479",53.0,158.0,211.0,55,1.6,91.0
2019,APT PIPELINES LIMITED,Badgingarra Wind Farm,WA,"1,764,569","490,158",90.0,353.0,443.0,37,3.6,133.2
2019,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"876,726","243,535",79.0,275.0,354.0,48,1.6,79.2
2019,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,183,663","328,795",92.0,648.0,740.0,63,2.1,
2019,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,964,482","545,689",87.0,149.0,236.0,33,2.0,
2019,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,505,668","418,241",89.0,241.0,330.0,31,1.5,
2019,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"390,638","108,511",21.0,75.0,96.0,8,2.0,30.0
2019,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"116,899","32,472",4.0,52.0,56.0,6,2.0,12.0
2019,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,465,782","684,939",214.0,778.0,992.0,111,2.0,222.0
2019,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,363,871","378,853",14.0,0.0,14.0,12,3.0,
2019,CWP RENEWABLES PTY LTD,Crudine Ridge Wind Farm,NSW,298,83,1392.0,0.0,619.8315789473685,37,3.6,134.31
2019,DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,VIC,"296,736","82,427",5122.0,504.0,1563.5391180654337,80,4.2,336.0
2019,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,"7,979","2,216",0.0,1.0,1.0,4,1.0,4.0
2019,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"52,270","14,520",1.0,6.0,7.0,9,0.2,2.025
2019,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"10,712","2,975",0.0,4.0,4.0,2,0.8,1.6
2019,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,NSW,"1,129,250","313,681",87.0,179.0,100.51322901849218,12,1.8,
2019,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,146,881","318,578",67.0,684.0,751.0,63,2.1,
2019,INFIGEN ENERGY LIMITED,Bodangora Wind Farm,NSW,"1,287,101","357,528",96.0,249.0,345.0,33,3.4,113.2
2019,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,501,318","417,033",143.0,804.0,947.0,67,3.4,140.7
2019,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,341,615","650,448",103.0,975.0,1078.0,60,3.8,
2019,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"616,066","171,129",47.0,163.0,210.0,23,1.6,48.3
2019,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,SA,"458,647","127,402",11.0,112.0,123.0,23,2.0,46.0
2019,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Willogoleche Wind Farm,SA,"848,872","235,798",45.0,159.0,204.0,25,2.1,119.0
2019,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,VIC,"466,389","129,552",6.0,197.0,203.0,48,3.0,
2019,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,VIC,"977,734","271,593",668.0,1190.0,1858.0,60,3.8,228.0
2019,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,SA,"825,645","229,346",0.0,275.0,275.0,25,2.1,
2019,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,VIC,"1,453,171","403,659",110.0,0.0,110.0,8,2.0,
2019,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,SA,"559,964","155,546",90.0,0.0,90.0,21,3.0,
2019,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"690,201","191,722",63.0,409.0,472.0,63,2.1,
2019,MURRA WARRA PROJECT CO PTY LTD,Murra Warra Wind Farm,VIC,"529,224","147,007",6.0,184.0,190.0,31,3.6,434.0
2019,PALISADE GRANVILLE HARBOUR INVESTMENTS PTY LTD,Granville Harbour Wind Farm,TAS,"247,463","68,740",5303.0,32.0,519.3183499288763,31,3.6,112.0
2019,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,SA,"1,336,674","371,298",136.0,232.0,368.0,43,3.0,131.0
2019,RATCH - AUSTRALIA CORPORATION PTY LTD,Mount Emerald Wind farm Pty Ltd,QLD,"1,490,409","414,003",47.0,1012.0,1059.0,128,1.5,
2019,RATCH - AUSTRALIA CORPORATION PTY LTD,Starfish Hill Wind Farm,SA,"328,555","91,265",31.0,45.0,76.0,22,1.6,35.0
2019,RATCH - AUSTRALIA CORPORATION PTY LTD,Toora Wind Farm,VIC,"205,760","57,155",25.0,200.0,100.51322901849218,12,1.8,21.0
2019,RATCH - AUSTRALIA CORPORATION PTY LTD,Windy Hill Wind Farm,QLD,"85,623","23,784",27.0,10.0,37.0,20,0.6,12.0
2019,SALT CREEK WIND FARM PTY LTD,Salt Creek Wind Farm,VIC,"640,102","177,806",27.0,282.0,309.0,31,1.5,
2019,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty LTd,TAS,"2,384,856","662,460",143.0,131.0,274.0,48,3.0,
2019,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff Point Wind Farm Pty Ltd,TAS,"906,901","251,917",73.0,23.0,96.0,8,2.0,
2019,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"1,037,445","288,179",98.0,26.0,124.0,23,2.0,
2019,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,"1,526,254","423,960",72.0,140.0,212.0,25,2.1,
2019,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,"1,132,533","314,593",150.0,296.0,446.0,48,3.0,370.8
2019,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,"1,530,961","425,267",84.0,179.0,263.0,55,1.6,
2019,SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,VIC,"507,961","141,100",39.0,0.0,39.0,35,1.5,52.5
2019,SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,SA,"595,361","165,378",53.0,0.0,53.0,27,2.1,57.0
2019,SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,VIC,"173,339","48,150",21.0,0.0,21.0,14,1.3,18.2
2019,SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,VIC,"910,960","253,045",64.0,0.0,64.0,14,1.3,
2019,SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,VIC,"1,563,397","434,277",92.0,0.0,92.0,27,2.1,
2019,SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,NSW,"1,156,139","321,150",90.0,0.0,90.0,21,3.0,106.8
2019,SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm,VIC,"326,343","90,651",26.0,0.0,26.0,27,2.1,
2019,SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,VIC,"351,243","97,568",27.0,0.0,27.0,98,1.3,195.0
2019,WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,TAS,"278,313","77,039",113.0,63.0,176.0,33,2.0,
2020,ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,SA,"512,455","142,348",47.0,189.0,236.0,33,2.0,66.0
2020,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,NSW,"575,522","159,867",48.0,246.0,294.0,31,1.5,46.5
2020,ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,VIC,"1,018,498","282,916",60.0,907.0,967.0,111,2.0,
2020,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,VIC,"2,339,624","649,896",158.0,869.0,1027.0,128,1.5,192.0
2020,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,062,039","295,011",125.0,168.0,293.0,45,2.1,95.0
2020,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"812,671","225,742",84.0,133.0,217.0,34,2.1,71.0
2020,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,506,996","418,610",191.0,309.0,500.0,63,2.1,132.0
2020,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"465,379","129,272",65.0,139.0,204.0,25,2.1,52.5
2020,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"2,641,871","733,853",7637.0,2411.0,1954.4238975817923,140,3.0,420.0
2020,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"630,310","175,086",63.0,469.0,532.0,32,2.1,67.2
2020,AGL ENERGY LIMITED,Silverton Wind Farm,NSW,"2,826,436","785,121",81.0,335.0,416.0,58,3.4,199.0
2020,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"950,951","264,153",78.0,150.0,228.0,55,1.6,91.0
2020,APT PIPELINES LIMITED,Badgingarra Wind Farm,WA,"1,701,835","472,732",96.0,275.0,371.0,37,3.6,133.2
2020,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"883,949","245,541",71.0,160.0,231.0,48,1.6,79.2
2020,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,228,860","341,350",97.0,673.0,312.70782361308676,32,2.1,
2020,BEI WWF PTY LTD,Warradarge Wind Farm,WA,"1,797,588","499,330",994.0,547.0,1541.0,51,3.6,183.6
2020,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,818,406","505,113",55.0,442.0,497.0,63,2.1,
2020,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,825,006","506,946",74.0,312.0,386.0,48,3.0,
2020,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"250,956","69,710",17.0,91.0,108.0,8,2.0,30.0
2020,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"81,626","22,674",4.0,47.0,51.0,6,2.0,12.0
2020,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,486,495","690,693",247.0,1346.0,1593.0,111,2.0,222.0
2020,DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,VIC,"2,930,100","813,917",243.0,484.0,727.0,80,4.2,336.0
2020,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"48,961","13,600",1.0,6.0,7.0,9,0.2,2.025
2020,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"7,503","2,084",0.0,8.0,8.0,2,0.8,1.6
2020,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,VIC,"559,543","155,429",2233.0,556.0,253.14442863916545,16,3.4,
2020,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,NSW,"1,042,881","289,689",73.0,265.0,338.0,33,3.4,
2020,GRAND BARGAIN HOLDCO PTY LTD,Crudine Ridge Wind Farm,NSW,"299,199","83,111",2799.0,246.0,619.8315789473685,37,3.6,134.31
2020,GRAND BARGAIN HOLDCO PTY LTD,Bango Wind Farm,NSW,473,131,2688.0,533.0,3221.0,140,3.0,244.0
2020,GRAND BARGAIN HOLDCO PTY LTD,Boco Rock Wind Farm,NSW,"1,242,465","345,129",182.0,902.0,1084.0,67,1.7,113.9
2020,GRAND BARGAIN HOLDCO PTY LTD,Sapphire Wind Farm,NSW,"2,916,126","810,035",170.0,1619.0,1789.0,75,3.6,270.0
2020,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,100,731","305,758",74.0,754.0,828.0,111,2.0,
2020,INFIGEN ENERGY LIMITED,Bodangora Wind Farm,NSW,"1,200,046","333,346",73.0,265.0,338.0,33,3.4,113.2
2020,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,278,218","355,061",152.0,907.0,467.66571834992885,67,1.5,140.7
2020,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,014,987","559,719",106.0,860.0,966.0,111,2.0,
2020,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"516,482","143,467",43.0,350.0,171.24476055002373,23,1.6,48.3
2020,INFIGEN ENERGY LIMITED,Cherry Tree Wind Farm,VIC,"707,960","196,655",61.0,394.0,455.0,16,3.6,57.6
2020,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,SA,"399,905","111,085",14.0,119.0,133.0,23,2.0,46.0
2020,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Willogoleche Wind Farm,SA,"1,251,140","347,539",63.0,197.0,100.51322901849218,12,1.8,119.0
2020,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,VIC,"409,784","113,829",33.0,316.0,349.0,45,2.1,
2020,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,VIC,"1,989,633","552,676",37.0,1044.0,1081.0,60,3.8,228.0
2020,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,SA,"1,582,585","439,607",0.0,320.0,320.0,43,3.0,
2020,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,VIC,"1,299,911","361,086",50.0,0.0,50.0,15,0.7,
2020,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,SA,"611,833","169,954",602.0,0.0,602.0,128,1.5,
2020,MOORABOOL WIND FARM (HOLDING) PTY LTD,Moorabool Wind Farm Pty Ltd,VIC,"249,956","69,432",64.0,68044.0,1954.4238975817923,140,3.0,
2020,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"720,925","200,257",34.0,730.0,312.70782361308676,32,2.1,
2020,MURRA WARRA PROJECT CO PTY LTD,Murra Warra Wind Farm,VIC,"2,632,275","731,187",52.0,509.0,561.0,32,2.1,434.0
2020,PALISADE GRANVILLE HARBOUR INVESTMENTS PTY LTD,Granville Harbour Wind Farm,TAS,"1,222,624","339,618",283.0,210.0,493.0,31,3.6,112.0
2020,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,SA,"1,207,301","335,361",36.0,216.0,252.0,43,3.0,131.0
2020,PIONEER SAIL HOLDINGS PTY LIMITED,Yandin Wind Farm,WA,"2,122,948","589,708",162.0,598.0,312.70782361308676,32,2.1,
2020,RATCH - AUSTRALIA CORPORATION PTY LTD,Starfish Hill Wind Farm,SA,"314,443","87,345",30.0,59.0,89.0,22,1.6,35.0
2020,RATCH - AUSTRALIA CORPORATION PTY LTD,Toora Wind Farm,VIC,"201,431","55,953",24.0,191.0,215.0,12,1.8,21.0
2020,RATCH - AUSTRALIA CORPORATION PTY LTD,Windy Hill Wind Farm,QLD,"83,282","23,134",21.0,23.0,44.0,20,0.6,12.0
2020,RATCH - AUSTRALIA CORPORATION PTY LTD,Collector Wind Farm,NSW,"147,033","40,842",0.0,196.0,196.0,27,2.1,
2020,RATCH - AUSTRALIA CORPORATION PTY LTD,Mount Emerald Wind Farm,QLD,"1,203,412","334,281",49.0,2627.0,253.14442863916545,16,3.4,180.5
2020,SALT CREEK WIND FARM PTY LTD,Salt Creek Wind Farm,VIC,"563,282","156,467",45.0,271.0,316.0,45,2.1,
2020,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty Ltd,TAS,"2,004,174","556,715",155.0,233.0,388.0,48,1.6,
2020,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,"751,316","208,699",189.0,33.0,222.0,35,1.5,
2020,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"949,900","263,861",102.0,38.0,140.0,33,3.4,
2020,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,"1,132,533","314,593",147.0,289.0,436.0,48,3.0,370.8
2020,SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,VIC,"491,213","136,448",31.0,201.0,232.0,35,1.5,52.5
2020,SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,SA,"601,498","167,083",58.0,173.0,231.0,27,2.1,57.0
2020,SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,VIC,"149,815","41,615",23.0,57.0,80.0,14,1.3,18.2
2020,SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,VIC,"986,028","273,897",51.0,350.0,401.0,48,3.0,
2020,SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,VIC,"1,651,355","458,710",85.0,224.0,309.0,31,1.5,
2020,SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,NSW,"1,050,209","291,725",87.0,422.0,509.0,21,3.0,106.8
2020,SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm,VIC,"288,023","80,006",21.0,70.0,91.0,21,3.0,
2020,SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,VIC,"330,634","91,843",28.0,199.0,227.0,98,1.3,195.0
2020,TINSEL BIDCO PTY LTD,Snowtown South Wind Farm Pty Ltd,SA,"1,486,380","412,883",65.0,100.0,165.0,23,2.0,
2020,TINSEL BIDCO PTY LTD,Snowtown Wind Farm Stage 2 Pty Ltd,SA,"1,527,040","424,178",76.0,143.0,219.0,55,1.6,
2020,WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,TAS,"1,562,847","434,124",64.0,175.0,239.0,31,1.5,
2021,ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,SA,"521,625","144,896",56.0,156.0,212.0,33,2.0,66.0
2021,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,NSW,"568,252","157,848",54.0,199.0,253.0,31,1.5,46.5
2021,ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,VIC,"1,053,711","292,697",81.0,726.0,807.0,111,2.0,
2021,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,VIC,"2,339,624","649,896",172.0,851.0,1023.0,128,1.5,192.0
2021,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,099,253","305,348",109.0,180.0,289.0,45,2.1,95.0
2021,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"818,187","227,274",76.0,124.0,200.0,34,2.1,71.0
2021,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,513,897","420,527",161.0,255.0,416.0,63,2.1,132.0
2021,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"485,471","134,853",64.0,129.0,193.0,25,2.1,52.5
2021,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"2,937,197","815,888",5169.0,2128.0,1954.4238975817923,140,3.0,420.0
2021,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"674,438","187,344",65.0,379.0,444.0,32,2.1,67.2
2021,AGL ENERGY LIMITED,Silverton Wind Farm,NSW,"2,523,865","701,074",75.0,572.0,647.0,58,3.4,199.0
2021,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"993,013","275,837",89.0,85.0,174.0,55,1.6,91.0
2021,APA INFRASTRUCTURE LIMITED,Badgingarra Wind Farm,WA,"1,912,816","531,338",28.0,273.0,301.0,37,3.6,133.2
2021,APA INFRASTRUCTURE LIMITED,Emu Downs Wind Farm,WA,"851,726","236,591",45.0,153.0,198.0,48,1.6,79.2
2021,ARET PLATFORM PTY LIMITED,Willogoleche Wind Farm,SA,"1,368,408","380,113",59.0,175.0,234.0,25,2.1,119.0
2021,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,309,240","363,678",83.0,610.0,693.0,32,2.1,
2021,BEI WWF PTY LTD,Warradarge Wind Farm,WA,"2,402,008","667,225",250.0,464.0,714.0,51,3.6,183.6
2021,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,781,437","494,844",58.0,320.0,378.0,48,3.0,
2021,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,914,875","531,910",64.0,352.0,416.0,58,3.4,
2021,CHERRY TREE HOLD CO PTY LTD,Cherry Tree Wind Farm Pty Ltd,VIC,"620,959","172,488",44.0,398.0,442.0,37,3.6,
2021,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"348,543","96,817",14.0,73.0,87.0,8,2.0,30.0
2021,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"100,860","28,017",4.0,43.0,47.0,6,2.0,12.0
2021,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,510,318","697,310",226.0,1610.0,1836.0,111,2.0,222.0
2021,DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,VIC,"3,974,313","1,103,976",198.0,1487.0,1685.0,80,4.2,336.0
2021,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"15,119","4,200",1.0,11.0,12.0,9,0.2,2.025
2021,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"4,990","1,386",0.0,20.0,7.445424371740161,2,0.8,1.6
2021,FERGUSON HOLDCO PTY LTD,Ferguson Wind Farm,VIC,"169,144","46,984",0.0,54.0,54.0,15,0.7,
2021,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,VIC,"2,187,955","607,765",121.0,579.0,312.70782361308676,32,2.1,
2021,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,NSW,"1,067,788","296,608",64.0,186.0,250.0,25,2.1,
2021,GRAND BARGAIN HOLDCO PTY LTD,Bango Wind Farm,NSW,"506,908","140,808",106.0,667.0,312.70782361308676,32,2.1,244.0
2021,GRAND BARGAIN HOLDCO PTY LTD,Boco Rock Wind Farm,NSW,"1,096,272","304,520",118.0,765.0,883.0,67,1.7,113.9
2021,GRAND BARGAIN HOLDCO PTY LTD,Crudine Ridge Wind Farm,NSW,"1,402,115","389,476",77.0,334.0,411.0,37,3.6,134.31
2021,GRAND BARGAIN HOLDCO PTY LTD,Sapphire Wind Farm,NSW,"3,138,865","871,907",167.0,1597.0,1764.0,75,3.6,270.0
2021,IBERDROLA AUSTRALIA LIMITED,Alinta Wind Farm,WA,"1,116,984","310,273",77.0,737.0,814.0,111,2.0,
2021,IBERDROLA AUSTRALIA LIMITED,Bodangora Wind Farm,NSW,"1,306,190","362,831",74.0,388.0,462.0,33,3.4,113.2
2021,IBERDROLA AUSTRALIA LIMITED,Capital Wind Farm,NSW,"1,331,629","369,897",160.0,779.0,939.0,67,3.4,140.7
2021,IBERDROLA AUSTRALIA LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,210,447","614,013",99.0,533.0,632.0,58,3.4,
2021,IBERDROLA AUSTRALIA LIMITED,Woodlawn Wind Farm,NSW,"557,721","154,922",47.0,294.0,341.0,23,3.4,48.3
2021,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,SA,"423,211","117,559",14.0,103.0,117.0,23,2.0,46.0
2021,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,VIC,"458,297","127,305",47.0,269.0,316.0,45,2.1,
2021,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,VIC,"1,739,477","483,188",115.0,1346.0,1461.0,60,3.8,228.0
2021,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,SA,"1,949,868","541,630",0.0,6532.0,1954.4238975817923,140,3.0,
2021,MAROONA WIND FARM PTY LTD,Maroona Wind Farm,VIC,"107,647","29,902",0.0,25.0,25.0,98,1.3,
